sr_no,date,name,industry,sub_vertical,city,investor,investment type,amount_usd,remarks,year,month,day
651,10/8/17,Stayabode,CONSUMER INTERNET,Co-Living space aggregator,Bangalore,"INCUBATE FUND, SANJAY SHENOY, MRIDUL UPRETI,",Private Equity,,,2017,10,8
652,11/8/17,Flipkart,ECOMMERCE,Online Marketplace,Bangalore,SOFTBANK,Private Equity,2500000000,,2017,11,8
653,11/8/17,Moong Labs,TECHNOLOGY,Mobile games developer,New Delhi,NAZARA GAMES,Private Equity,,,2017,11,8
654,11/8/17,Ola Cabs,CONSUMER INTERNET,App based cab aggregation Service,Gurgaon,TEKNE CAPITAL MANAGEMENT,Private Equity,36000000,,2017,11,8
655,8/14/17,Sports Flashes,CONSUMER INTERNET,Sports Content Mobile App,New Delhi,"BENNETT, COLEMAN,COMPANY LTD (BCCL),",Private Equity,,,2017,8,14
656,8/14/17,Digilend,TECHNOLOGY,"Personal Loans,EMI solutions platform",Mumbai,"INCRED FINANCE, FULLERTON INDIA CREDIT COMPANY LTD",Seed Funding,312000,,2017,8,14
657,8/15/17,KNAB Finance,CONSUMER INTERNET,Unsecured Small Business Loans,Bangalore,"INCRED, KRISHNAKUMAR NATARAJAN, RAVI BHARDWAJ",Seed Funding,385000,,2017,8,15
658,8/17/17,Get Simpl,CONSUMER INTERNET,Payment Solution Mobile app,Mumbai,"GREEN VISOR CAPITAL LP II, IA VENTURE STRATEGIES FUND II LP, BOILLOT FAMILY TRUST, RUSSELL M BYRNE, THE OLIVER R. GRACE, JR. MILLENNIUM TRUST, SF CAPITAL INVESTMENTS LP",Seed Funding,,,2017,8,17
659,8/20/17,Rootefy,ECOMMERCE,Building material online store,New Delhi,"ABHINAV GUPTA,",Seed Funding,187000,,2017,8,20
660,8/21/17,Uniphore,TECHNOLOGY,speech recognition startup,Chennai,IDG VENTURES,Private Equity,6800000,,2017,8,21
661,8/21/17,Cerebroz,CONSUMER INTERNET,E-Tech platform,Vadodara,UNDISCLOSED HNIS,Seed Funding,734000,,2017,8,21
662,8/22/17,Flochat,CONSUMER INTERNET,instant messaging platform,Mumbai,"ISQUARE GLOBAL,",Seed Funding,,,2017,8,22
663,8/22/17,EasyGov,CONSUMER INTERNET,Govt service application portal,Noida,"SOCIAL ALPHA, RAJAN ANANDAN, RAJEEV AHUJA, KSHITIJ ARORA",Seed Funding,,,2017,8,22
664,8/23/17,Milk Basket,CONSUMER INTERNET,Online Grocery platform,Gurgaon,"BLUME VENTURES. LENOVO CAPITAL,INCUBATOR GROUP (LCIG)",Seed Funding,,,2017,8,23
665,8/23/17,Dhruva,TECHNOLOGY,"Cloud data protection,management solutions",Pune,"RIVERWOOD CAPITAL, SEQUOIA CAPITAL INDIA, NEXUS VENTURE PARTNERS, TENAYA CAPITAL",Private Equity,80000000,,2017,8,23
666,8/23/17,Bombay Shaving Company,ECOMMERCE,Men Grooming product etailer,New Delhi,FIRESIDE VENTURES,Private Equity,2300000,,2017,8,23
667,8/23/17,Awign,TECHNOLOGY,"Operations,manpower outsourcing",Bangalore,"IIT ROPAR, IMANPREET SINGH ARORA, SIDHARTH ROZARIO, SAURABH ABICHANDANI, SHIKHAR GUPTA,",Seed Funding,,,2017,8,23
668,8/23/17,Indiez,TECHNOLOGY,"Software,Mobile app development platform",Bangalore,HARESH CHAWLA,Seed Funding,500000,,2017,8,23
669,8/24/17,Ezetap,TECHNOLOGY,mPOS solutions provider,Bangalore,"JS CAPITAL MANAGEMENT, SOCIAL CAPITAL, HORIZONS VENTURES,",Private Equity,16000000,,2017,8,24
670,8/25/17,Ink Monk,CONSUMER INTERNET,Online printing marketplace,Chennai,"VAMM VENTURES, RAKSUL, DENA",Seed Funding,750000,,2017,8,25
671,8/25/17,Medinfi,CONSUMER INTERNET,Online Doctor Discovery Platform,Bangalore,"PBS SRINIVAS, VINOD MARTIN,",Seed Funding,125000,,2017,8,25
672,8/28/17,Mobikon,TECHNOLOGY,"Restaurant,Hotel CRM platform",Pune,"SISTEMA ASIA FUND, C31 VENTURES, QUALGRO.",Private Equity,7000000,,2017,8,28
673,8/29/17,CureFit,CONSUMER INTERNET,"End to End health,wellness platform.",Bangalore,"ACCEL PARTNERS, IDG VENTURES, KALAARI CAPITAL, UC-RNT FUND",Private Equity,25000000,,2017,8,29
674,8/29/17,Doxper,TECHNOLOGY,Healthtech IoT platform,Mumbai,"IDAL HEALTH, GROWX VENTURES, CAPIER INVESTMENTS, GLOBEVESTOR,OTHERS",Seed Funding,750000,,2017,8,29
675,8/29/17,Fieldassist,TECHNOLOGY,SAAS based sales force automation services,Gurgaon,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA (SIDBI),Debt Funding,,,2017,8,29
676,8/30/17,Treebo,CONSUMER INTERNET,Budget Hotel Aggregator platform,Bangalore,"WARD FERRY MANAGEMENT,KARST PEAK CAPITAL,",Private Equity,34000000,,2017,8,30
677,8/30/17,MedGenome,TECHNOLOGY,"Genomics Research,Diagnostics Solutions",Bangalore,"SEQUOIA INDIA, SOFINA S.A., ZODIUS CAPITAL, KRIS GOPALAKRISHNAN, LAKSHMI NARAYANAN,",Private Equity,30000000,,2017,8,30
678,1/7/17,Billion Loans,CONSUMER INTERNET,Peer to Peer Lending platform,Bangalore,RELIANCE CORPORATE ADVISORY SERVICES LTD,Seed Funding,1000000,,2017,1,7
679,3/7/17,Ecolibriumenergy,TECHNOLOGY,Energy management solutions provider,Ahmedabad,"INFUSE VENTURES, JLL",Private Equity,2600000,,2017,3,7
680,4/7/17,Droom,ECOMMERCE,Online marketplace for automobiles,Gurgaon,"ASSET MANAGEMENT (ASIA) LTD, DIGITAL GARAGE INC",Private Equity,20000000,,2017,4,7
681,5/7/17,Jumbotail,ECOMMERCE,"online marketplace for food,grocery",Bangalore,"KALAARI CAPITAL, NEXUS INDIA CAPITAL ADVISORS",Private Equity,8500000,,2017,5,7
682,5/7/17,Moglix,ECOMMERCE,B2B marketplace for Industrial products,Noida,"INTERNATIONAL FINANCE CORPORATION, ROCKETSHIP, ACCEL PARTNERS, JUNGLE VENTURES, SHAILESH RAO, VENTURE HIGHWAY",Private Equity,12000000,,2017,5,7
683,5/7/17,Timesaverz,CONSUMER INTERNET,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,1000000,,2017,5,7
684,6/7/17,Minjar,TECHNOLOGY,Cloud Solutions provider,Bangalore,"BLUME VENTURES, CONTRARIAN CAPITAL INDIA PARTNERS, EMERGENT VENTURES INDIA, PALLAV NADHANI, ASHISH GUPTA, SHARAD SHARMA, SIRION LABS",Seed Funding,,,2017,6,7
685,6/7/17,MyCity4kids,CONSUMER INTERNET,"parenting blog,kids events discovery platform",Gurgaon,,Seed Funding,,,2017,6,7
686,7/7/17,Clip App,CONSUMER INTERNET,Digital Media Video platform,Bangalore,"INDIA QUOTIENT, SHUNWEI CAPITAL",Seed Funding,1000000,,2017,7,7
687,7/7/17,Upwardly.in,CONSUMER INTERNET,MF investment platform,Bangalore,"SREERAM IYER, SUVO SARKAR, ANITA GUPTA, LIKEMIND VENTURES",Seed Funding,,,2017,7,7
688,10/7/17,Autorox.co,TECHNOLOGY,Workshop Management Software Platform,Hyderabad,"MITSUI,CO.",Private Equity,3000000,,2017,10,7
689,11/7/17,Fabogo,CONSUMER INTERNET,"Salon,Spa Aggregation,Discovery platform",Pune,DUNAMIS VENTURES PTE LTD,Private Equity,2250000,,2017,11,7
690,11/7/17,Flickstree,CONSUMER INTERNET,Video Content Discovery Platform,Mumbai,"VENTURE CATALYSTS, SOURAV GANGULY, ANKIT ADITYA, MOKSH SPORTS VENTURES",Seed Funding,464000,,2017,11,7
691,11/7/17,Design Cafe,CONSUMER INTERNET,Online Interior Design platform,Bangalore,"FIRESIDE VENTURES, APURVA SALARPURIA, SIDHARTH PANSARI, SPROUT CAPITAL",Seed Funding,,,2017,11,7
692,12/7/17,Innoviti,TECHNOLOGY,Digital payments solutions,Bangalore,"SBI-FMO FUND, BESSEMER VENTURE PARTNERS, CATAMARAN VENTURES",Private Equity,18500000,,2017,12,7
693,12/7/17,VDeliver,LOGISTICS,Door Step Delivery platform,Hyderabad,"CORVUS VENTURES, MAPE ADVISORY GROUP",Private Equity,,,2017,12,7
694,12/7/17,Bottr.me,TECHNOLOGY,Chatbot creation tool,Bangalore,"500 STARTUPS, PURVI CAPITAL, RAJAN ANANDAN, ABHISHEK GUPTA",Seed Funding,,,2017,12,7
695,12/7/17,Arcatron,TECHNOLOGY,Next Gen Mobility device manufacturer,Pune,INDIAN ANGEL NETWORK,Seed Funding,,,2017,12,7
696,7/14/17,QwikSpec,TECHNOLOGY,"Construction site operations,analytics platform",Bangalore,"BRIGADE INNOVATIONS LLP, TV MOHANDAS PAI, SUHAIL RAHMAN, BOBBY REDDY, M GEORGE OOMMEN",Seed Funding,540000,,2017,7,14
697,7/14/17,Chumbak,ECOMMERCE,Designer consumer products Marketplace,Bangalore,BLACKSOIL CAPITAL PVT. LTD,Private Equity,1700000,,2017,7,14
698,7/17/17,Increff,TECHNOLOGY,Sales Solutions for Fashion Brands,Bangalore,"SEQUOIA CAPITAL, GREY ORANGE, RAJESH RAMAIAH, ANSHUMAN DAS, RISHI DAS",Seed Funding,2000000,,2017,7,17
699,7/17/17,Vayana,TECHNOLOGY,Enterprise Banking Solutions,Pune,"IDG VENTURES INDIA ADVISORS, JUNGLE VENTURES",Private Equity,4000000,,2017,7,17
700,7/18/17,MObiquest,TECHNOLOGY,"Mobile Services,Solutions",Noida,ONE97 COMMUNICATION LTD,Private Equity,,,2017,7,18
701,7/18/17,Ambee,CONSUMER INTERNET,Ambulance Aggregation Services,Hyderabad,"UBER TECHNOLOGIES INC, AMAYA CAPITAL LLP",Seed Funding,,,2017,7,18
702,7/18/17,Ideal Insurance,CONSUMER INTERNET,Online Insurance platform,Kolkata,XELPMOC,Seed Funding,,,2017,7,18
703,7/18/17,Hypernova Interactive,TECHNOLOGY,Mobile games creator,Bangalore,KAE CAPITAL,Seed Funding,,,2017,7,18
704,7/19/17,Rentomojo,CONSUMER INTERNET,Consumer Leasing Platform,Bangalore,"AIN CAPITAL VENTURES, RENAUD LAPLANCHE",Private Equity,10000000,,2017,7,19
705,7/19/17,AirCTO,CONSUMER INTERNET,AI powered recruitment platform,Bangalore,FRANCESCO CARA,Seed Funding,,,2017,7,19
706,7/19/17,Playablo,TECHNOLOGY,Gamified Learning App,Bangalore,ABI-SHOWATECH (INDIA) LTD,Seed Funding,600000,,2017,7,19
707,7/20/17,Trupay,TECHNOLOGY,Online payments platform,Gurgaon,"KAE CAPITAL, M&S PARTNERS,",Seed Funding,700000,,2017,7,20
708,7/21/17,Brick2Wall,ECOMMERCE,Online Marketplace for Construction Material,Gurgaon,"SUBRAMANI SOMASUNDARAM, SUNDEEP SAHNI, MAYANK MITTAL,OTHERS",Seed Funding,200000,,2017,7,21
709,7/21/17,FableStreet,ECOMMERCE,Women Work wear etailer,New Delhi,"HARMEET BAJAJ, PAMEELA P, FUSIONTECH VENTURES,OTHERS",Seed Funding,,,2017,7,21
710,7/21/17,Monsoon Fintech,TECHNOLOGY,Machine Learning Access platform,New Delhi,"SUNIL KALRA, ADITYA SINGH, RISHI SRIVASTAVA, RAJAN ANANDAN",Seed Funding,,,2017,7,21
711,7/21/17,MonkeyBox,CONSUMER INTERNET,Healthy Food Delivery Platform,Bangalore,"BLUME VENTURES, NB VENTURES, NSPIRA",Seed Funding,,,2017,7,21
712,7/25/17,Noticeboard,CONSUMER INTERNET,Mobile-first Enterprise communication platform,Bangalore,"STELLARIS VENTURE PARTNERS,",Private Equity,1200000,,2017,7,25
713,7/25/17,Byjus,CONSUMER INTERNET,Mobile Learning App,Bangalore,TENCENT HOLDINGS,Private Equity,35000000,,2017,7,25
714,7/26/17,Creators Gurukul,OTHERS,Co-Working Space Provider,New Delhi,YUVRAJ SINGH,Seed Funding,,,2017,7,26
715,7/26/17,Fab Hotels,CONSUMER INTERNET,"Budget hotels brand,Aggregator Platform",New Delhi,GOLDMAN SACHS,Private Equity,25000000,,2017,7,26
716,7/26/17,ThinkerBell,CONSUMER INTERNET,Assisted Learning Startup,Bangalore,"INDIAN ANGEL NETWORK, ANAND MAHINDRA",Seed Funding,200000,,2017,7,26
717,7/27/17,1mg,ECOMMERCE,Online Pharmacy,Gurgaon,"HBM HEALTHCARE INVESTMENTS, MAVERICK CAPITAL VENTURES, SEQUOIA INDIA, OMIDYAR NETWORK,KAE CAPITAL",Private Equity,15000000,,2017,7,27
718,7/28/17,Jhakaas,CONSUMER INTERNET,App-based Aggregator of Offline Businesses,Mumbai,AMEN DHYLLON,Seed Funding,,,2017,7,28
719,7/28/17,BigStylist,CONSUMER INTERNET,Beauty Services Marketplace,Mumbai,INFO EDGE (INDIA) LTD,Private Equity,1250000,,2017,7,28
720,7/28/17,Gympik.com,CONSUMER INTERNET,online marketplace for discovering fitness centres,Bangalore,ROUNDGLASS PARTNERS,Seed Funding,,,2017,7,28
721,1/6/17,Tripeur,TECHNOLOGY,Mobile based travel ERP platform,Bangalore,"GRACE GRACE TECHNO VENTURES LLP, RAJUL GARG,OTHER UNDISCLOSED INVESTORS",Seed Funding,,,2017,1,6
722,2/6/17,RentOnGo,ECOMMERCE,"Online Marketplace for Renting Bikes, Electronics,Appliances",Bangalore,TVS MOTOR COMPANY,Seed Funding,234000,,2017,2,6
723,5/6/17,Goomo,CONSUMER INTERNET,"Online Travel,Holiday Booking platform",Mumbai,EMERGING INDIA,Private Equity,50000000,,2017,5,6
724,5/6/17,MaxMyWealth,CONSUMER INTERNET,"Online Wealth Management,Savings platform",Mumbai,"LOCKCHAIN ECOSYSTEM GLOBAL ADVISORS, HORSEFERRY",Private Equity,,,2017,5,6
725,6/6/17,Spinny,ECOMMERCE,Online Used Car marketplace,Gurgaon,"BLUME VENTURES, INDIAN ANGEL NETWORK, KUNAL SHAH, SANDEEP TANDON",Private Equity,1000000,,2017,6,6
726,6/6/17,Healthbuds,CONSUMER INTERNET,"Healthcare Discovery,booking platform",Kolkata,"ARUN PATODIA, BHARAT KEDIA",Seed Funding,,,2017,6,6
727,6/6/17,Ftcash,CONSUMER INTERNET,Mobile Payments platform,Mumbai,"500 STARTUPS, IVYCAP VENTURES",Private Equity,,,2017,6,6
728,6/6/17,BHIVE Workspace,CONSUMER INTERNET,co-working spaces,Bangalore,BLUME VENTURES,Private Equity,1200000,,2017,6,6
729,6/6/17,wayForward,CONSUMER INTERNET,Mobile app for Mental Health,New Delhi,"HARSH MAHAJAN, FARHAN NAQVI, SREEPATHY VISWANATHAN",Seed Funding,1000000,,2017,6,6
730,6/6/17,GyanDhan,CONSUMER INTERNET,Education Marketplace,New Delhi,SUNDARAM FINANCE HOLDINGS,Private Equity,,,2017,6,6
731,6/6/17,Hungry Foal,CONSUMER INTERNET,For profit Social Venture,Gurgaon,SBI (STAND UP INDIA SCHEME),Private Equity,,,2017,6,6
732,7/6/17,ZipLoan,CONSUMER INTERNET,Online lending platform,New Delhi,WATERBRIDGE VENTURES,Seed Funding,650000,,2017,7,6
733,7/6/17,GrowFitter,CONSUMER INTERNET,"health,fitness discovery platform",Mumbai,SQUE CAPITAL,Seed Funding,600000,,2017,7,6
734,8/6/17,Stratfit,CONSUMER INTERNET,Health coaching programs,Hyderabad,BODHTREE CONSULTING LIMITED,Seed Funding,232000,,2017,8,6
735,8/6/17,Multiplier Solutions,TECHNOLOGY,CRM Software for Healthcare space,Hyderabad,NORWEST VENTURE PARTNERS,Private Equity,1500000,,2017,8,6
736,8/6/17,ABI Health,TECHNOLOGY,Unified Digital Health Platform,Bangalore,NORWEST VENTURE PARTNERS,Private Equity,1500000,,2017,8,6
737,8/6/17,Stockal,CONSUMER INTERNET,App-based Investment advisory Services,Bangalore,"MOHAN ALEXANDER, R. NATARAJAN, VIKRANT VARSHNEY, AMIT SINHA",Seed Funding,350000,,2017,8,6
738,9/6/17,Guidoo,CONSUMER INTERNET,"Travel,adventure planning platform",Mumbai,"PAWAN BORLE, NIRMAL SINGH, MANISH PRASAD, VINEET VARMA, NICK HAULKOURY, ABHAI S. RAO",Seed Funding,300000,,2017,9,6
739,9/6/17,eSahai.in,CONSUMER INTERNET,"ambulance aggregator,medical taxi provider",Hyderabad,"DR RAMESH AYYALA, SATYA MUTHYALA",Seed Funding,250000,,2017,9,6
740,12/6/17,Loanmeet,CONSUMER INTERNET,Online peer-to-peer lending platform,Bangalore,"CAO YIBIN, HUANG WEI, MADHUSUDAN E,",Seed Funding,,,2017,12,6
741,12/6/17,LendingKart,CONSUMER INTERNET,Online Lending platform,Ahmedabad,YES BANK,Debt Funding,7800000,,2017,12,6
742,12/6/17,Boxx.ai,TECHNOLOGY,Artificial Intelligence,Bangalore,"UNICORN INDIA VENTURES, VENKY KRISHNAKUMAR, SURESH SHANKAR, VIVEK BHARGAVA",Private Equity,500000,,2017,12,6
743,12/6/17,PeeSafe.in,HEALTHCARE,Hygiene care product manufacturer,New Delhi,"VENTURE CATALYSTS, ALFA CAPITAL, GREEN SHOTS CAPITAL, REAL TIME VENTURES",Private Equity,1000000,,2017,12,6
744,12/6/17,Vista Rooms,CONSUMER INTERNET,Online rooms aggregation platform,Mumbai,"ARTHA INDIA VENTURES, SINGULARITY HOLDINGS, RAJAN ANANDAN, GIRISH MATHRUBOOTHAM",Seed Funding,776000,,2017,12,6
745,12/6/17,CoverFox,CONSUMER INTERNET,Online insurance brokerage platform,Mumbai,TRANSAMERICA,Private Equity,15000000,,2017,12,6
746,6/13/17,HyperTrack,TECHNOLOGY,Location tracking solutions,New Delhi,"NEXUS VENTURE PARTNERS, FOUNDERS FUND",Private Equity,,,2017,6,13
747,6/13/17,Goodera,TECHNOLOGY,"CSR,sustainability management platform",Bangalore,"NEXUS VENTURE PARTNERS, OMIDYAR NETWORK",Private Equity,5500000,,2017,6,13
748,6/13/17,Digit,TECHNOLOGY,Tech driven Insurance platform,Bangalore,FAIRFAX HOLDINGS,Private Equity,,,2017,6,13
749,6/14/17,Ola,CONSUMER INTERNET,Cab Aggregation App,Bangalore,TEKNE CAPITAL MANAGEMENT LLC,Private Equity,50000000,,2017,6,14
750,6/14/17,Vanitycask,CONSUMER INTERNET,Beauty products discovery platform,Mumbai,RB INVESTMENTS,Seed Funding,,,2017,6,14
751,6/14/17,MrNeeds,CONSUMER INTERNET,Micro Food Delivery platform,Noida,UNDISCLOSED INVESTORS,Seed Funding,500000,,2017,6,14
752,6/15/17,MoneyTap,CONSUMER INTERNET,Money Lending platform,Bangalore,"SEQUOIA INDIA, NEA, PRIME VENTURE PARTNERS",Private Equity,12300000,,2017,6,15
753,6/16/17,Goodbox,ECOMMERCE,Mobile SAAS ECommerce platform for SMEs,Bangalore,"NEXUS VENTURE PARTNERS, MEKIN MAHESHWARI",Private Equity,1000000,,2017,6,16
754,6/16/17,Fincash,CONSUMER INTERNET,Personal Finance platform,Mumbai,"MOHAMMED KHAN, SAMEER NARAYAN,OTHERS",Seed Funding,100000,,2017,6,16
755,6/16/17,PortDesk,TECHNOLOGY,Maritime Solutions,Noida,ALPHARD MARITIME GROUP,Seed Funding,2000000,,2017,6,16
756,6/16/17,EdgeFx,ECOMMERCE,DIY project Kits seller,Hyderabad,"CROSS BORDER ANGELS,EXPERTS, RAJASTHAN ANGEL INNOVATORS NETWORK, THE CHENNAI ANGELS",Seed Funding,,,2017,6,16
757,6/16/17,EazyDiner,CONSUMER INTERNET,Online Restaurant Reservation Platform,Gurgaon,YOUWECAN VENTURES,Seed Funding,,,2017,6,16
758,6/16/17,HealthIntel,HEALTHCARE,Online Pharmacy,New Delhi,BLIP INITIATIVES,Seed Funding,,,2017,6,16
759,6/19/17,Unbxd,TECHNOLOGY,Cloud-based product discovery platform,Bangalore,EIGHT ROADS VENTURES,Private Equity,12500000,,2017,6,19
760,6/19/17,DarwinBox,TECHNOLOGY,Enterprise human resources management platform,Hyderabad,"LIGHTSPEED INDIA PARTNERS, ENDIYA PARTNERS, 3ONE4 CAPITAL ADVISORS LLP, STARTUPXSEED VENTURES LLP",Private Equity,4000000,,2017,6,19
761,6/20/17,ForeverShop,CONSUMER INTERNET,Mobile based ecommerce platform,Bangalore,91MAKER.COM,Seed Funding,300000,,2017,6,20
762,6/20/17,Insider.in,CONSUMER INTERNET,Events Ticketing platform,Mumbai,PAYTM,Private Equity,5200000,,2017,6,20
763,6/21/17,Fynd,ECOMMERCE,Fashion etailer,Mumbai,"IIFL SEED VENTURES, KAE CAPITAL, FJ LABS, SINGULARITY VENTURES, GROWX, TRACXN LABS, AXIS CAPITAL",Private Equity,2400000,,2017,6,21
764,6/21/17,Grow Fit,CONSUMER INTERNET,Health-Tech platform,Bangalore,"MANIPAL EDUCATION,MEDICAL GROUP (MEMG), SAR GROUP, THE GROVER TRUST",Private Equity,4500000,,2017,6,21
765,6/21/17,Fabulyst,TECHNOLOGY,Artificial Intelligence based platform,Hyderabad,IBHUBS,Seed Funding,215000,,2017,6,21
766,6/21/17,mSwipe,TECHNOLOGY,Point-of-Sale services,Mumbai,"UC-RNT FUND, MATRIX PARTNERS, ALCON EDGE CAPITAL, DSG CONSUMER PARTNERS",Private Equity,31000000,,2017,6,21
767,6/21/17,OneAssist,CONSUMER INTERNET,Credit card fraud protection,Mumbai,SEQUOIA CAPITAL,Private Equity,,,2017,6,21
768,6/22/17,Julia Computing,TECHNOLOGY,"Open Source Language for Data Science,Machine Learning",Bangalore,"GENERAL CATALYST, FOUNDER COLLECTIVE",Private Equity,4600000,,2017,6,22
769,6/22/17,Kissht,CONSUMER INTERNET,Consumer Lending platform,Mumbai,"ENDIYA PARTNERS, VENTUREAST",Private Equity,2000000,,2017,6,22
770,6/22/17,Explore Life traveling,CONSUMER INTERNET,Local homes booking platform,Bangalore,"MEKIN MAHESHWARI, BHARAT VIJAY, KRISH SESHADRI, AMAR ARSIKERE",Seed Funding,500000,,2017,6,22
771,6/23/17,Loantap,CONSUMER INTERNET,Lending platform for salaried professionals,Mumbai,"KAE CAPITAL, INDIA QUOTIENT, IFMR,,MAS FINANCIAL SERVICES LTD",Private Equity,4000000,,2017,6,23
772,6/23/17,Voxweb,CONSUMER INTERNET,Mobile based social networking platform,Mumbai,UNDISCLOSED INVESTORS,Seed Funding,1000000,,2017,6,23
773,6/26/17,HUG Innovations,TECHNOLOGY,Gesture based Smartwatch manufacturer,Hyderabad,"MOHIT SRIVASTAV, KISHORE GANJI, VENKAT VALLABHANENI, RAJEEV MENON",Private Equity,5000000,,2017,6,26
774,6/26/17,Flipkart,ECOMMERCE,Online marketplace,Bangalore,NASPERS,Private Equity,71000000,,2017,6,26
775,6/26/17,V Resorts,CONSUMER INTERNET,"Holiday,Vacation resort aggregator",Noida,"SEEDFUND, RB INTERNATIONAL",Private Equity,4000000,,2017,6,26
776,6/27/17,Stashfin,CONSUMER INTERNET,Personal Finance App,New Delhi,"SNOW LEOPARD VENTURES, ALTO PARTNERS",Private Equity,5000000,,2017,6,27
777,6/27/17,Formcept,CONSUMER INTERNET,Unified Data Analysis platform,Bangalore,GUJARAT VENTURE FINANCE LTD,Private Equity,,,2017,6,27
778,6/27/17,Spares Hub,ECOMMERCE,Automobile parts marketplace,Pune,"THE CHENNAI ANGELS, ANTHILL SCALE VENTURES, ESVEE TECHNOLOGIES INC, INC95 CONSULTING",Seed Funding,311000,,2017,6,27
779,6/28/17,FiTraQ,CONSUMER INTERNET,Fitness Centre Discovery Platform,New Delhi,"APARUP SENGUPTA, DEVENDRA REDDY,",Seed Funding,,,2017,6,28
780,6/28/17,Rubique,CONSUMER INTERNET,Online Marketplace for financial products,Mumbai,"KALAARI CAPITAL, UDAYAN GOYAL",Private Equity,3000000,,2017,6,28
781,6/28/17,Niki.ai,CONSUMER INTERNET,AI Based Personal Assistant,Bangalore,"SAP.IO, UNILAZER VENTURES",Private Equity,2000000,,2017,6,28
782,6/29/17,Fitpass,CONSUMER INTERNET,Online Fitness Marketplace,New Delhi,"ABHINAV BINDRA, GAURAV MARYA",Private Equity,1000000,,2017,6,29
783,6/29/17,ZingHR,TECHNOLOGY,"digital employee solutions,",Mumbai,ZETA,Private Equity,,,2017,6,29
784,6/30/17,Tagos Design,TECHNOLOGY,in-video discovery platform,Bangalore,UNDISCLOSED INVESTORS,Private Equity,5000000,,2017,6,30
785,6/30/17,UrbanClap,CONSUMER INTERNET,Mobile Services Marketplace,Gurgaon,"VY CAPITAL, SAIF PARTNERS, ACCEL PARTNER, BESSEMER VENTURE PARTNERS",Private Equity,21000000,,2017,6,30
786,1/5/17,Ace2three,CONSUMER INTERNET,Online Rummy playing Website,Hyderabad,CLAIRVEST GROUP,Private Equity,73700000,,2017,1,5
787,1/5/17,Power2SME,ECOMMERCE,Buying portal for SMEs,Gurgaon,INTERNATIONAL FINANCE CORPORATION,Private Equity,10000000,,2017,1,5
788,2/5/17,Innovapptive,TECHNOLOGY,Enterprise Mobility Solutions,Hyderabad,HYDERABAD ANGELS,Seed Funding,1500000,,2017,2,5
789,2/5/17,4tigo,LOGISTICS,Truck Network company,Bangalore,"ACCEL PARTNERS, NANDAN NILEKANI,",Private Equity,10000000,,2017,2,5
790,2/5/17,SMECorner,CONSUMER INTERNET,Online Platform for small business loans,Mumbai,DUTCH GOVERNMENT FUND,Private Equity,,,2017,2,5
791,2/5/17,ZippServe,CONSUMER INTERNET,Real estate risk assessment platform,Bangalore,UNDISCLOSED INVESTORS,Seed Funding,390000,,2017,2,5
792,3/5/17,Ola,CONSUMER INTERNET,Cab Aggregation App,Bangalore,"FALCON EDGE CAPITAL, CAPITAL ADVISERS",Private Equity,104500000,,2017,3,5
793,3/5/17,Sumeru,TECHNOLOGY,"Software,Mobile development services",Bangalore,UNDISCLOSED INVESTORS,Seed Funding,1000000,,2017,3,5
794,4/5/17,Healthians,CONSUMER INTERNET,"Online Diagnostics,wellness platform",New Delhi,"ASUKA HOLDINGS, YOUWECAN VENTURES, BEENEXT, BEENOS, M&S PARTNERS",Private Equity,,,2017,4,5
795,5/5/17,HealthMir,CONSUMER INTERNET,AI-based health content platform,New Delhi,NIMIT PANIGRAHI,Seed Funding,,,2017,5,5
796,5/5/17,Uactive,CONSUMER INTERNET,"Health-based social networking,discovery App",Mumbai,HINDUJA FAMILY,Seed Funding,,,2017,5,5
797,5/5/17,i-lend,CONSUMER INTERNET,Peer-to-peer lending platform,Hyderabad,50K VENTURES,Seed Funding,,,2017,5,5
798,5/5/17,Good Methods Global,TECHNOLOGY,Cloud Based Practice Management Software,Trivandrum,ACCEL PARTNERS,Private Equity,,,2017,5,5
799,5/5/17,Balance App,CONSUMER INTERNET,"Money Savings,Management App",Bangalore,RAINMATTER,Seed Funding,233000,,2017,5,5
800,8/5/17,YepMe,ECOMMERCE,Private Label Fashion etailer,Gurgaon,"RAINBOW DIGITAL SERVICES PVT. LTD, ILEARNFINANCE ACADEMY PVT. LTD.",Private Equity,700000,,2017,8,5
801,8/5/17,Nightstay,CONSUMER INTERNET,Last minute hotel booking mobile app,New Delhi,"INDIAN ANGELS NETWORK, LETSVENTURE",Seed Funding,,,2017,8,5
